[2025-09-18 11:41:50,180][contrast_train.py][line:239][INFO] Arguments: Namespace(batchSize=32, dataset='/data/cjj/projects/pointnet.pytorch/data/modelnet40_ply_hdf5_2048', exp_name='BaseLine', feature_transform=False, gamma=0.5, gpu_id='0', graphcut_c=0.5, graphcut_k=8, graphcut_min_size=20, lambda_con=0.1, lambda_region=0.1, lr=0.001, nepoch=200, no_jitter=False, npoints=1024, rotation_mode='xyz', save_dir='/data/cjj/projects/pointnet.pytorch/Contrast_exp/experiment', seed=42, step_size=20, temperature=0.07, use_cpu=False, use_graphcut_segmentation=False, use_region_contrast=True, workers=4)
[2025-09-18 11:41:50,180][contrast_train.py][line:240][INFO] model params: 1.909425 M
[2025-09-18 11:41:50,180][contrast_train.py][line:241][INFO] Network Structure: ContrastPointNet(
  (feat): PointNetfeat(
    (stn): STN3d(
      (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
      (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
      (conv3): Conv1d(128, 1024, kernel_size=(1,), stride=(1,))
      (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn3): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (fc1): Linear(in_features=1024, out_features=512, bias=True)
      (fc2): Linear(in_features=512, out_features=256, bias=True)
      (fc3): Linear(in_features=256, out_features=9, bias=True)
      (bn4): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (bn5): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
    (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
    (conv3): Conv1d(128, 1024, kernel_size=(1,), stride=(1,))
    (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn3): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  )
  (fc1): Linear(in_features=1024, out_features=512, bias=True)
  (fc2): Linear(in_features=512, out_features=256, bias=True)
  (fc3): Linear(in_features=256, out_features=40, bias=True)
  (bn1): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bn2): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (dropout): Dropout(p=0.3, inplace=False)
  (proj): ProjectionHead(
    (net): Sequential(
      (0): Linear(in_features=1024, out_features=256, bias=True)
      (1): ReLU(inplace=True)
      (2): Linear(in_features=256, out_features=128, bias=True)
    )
  )
)
[2025-09-18 11:41:58,533][contrast_train.py][line:330][INFO] Epoch [001/200] Train Loss: 2.9285 (CE 2.7028, Con 2.2570, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.2658 | Test Acc: 0.3096 | LR: 0.001000
[2025-09-18 11:44:26,114][contrast_train.py][line:330][INFO] Epoch [018/200] Train Loss: 1.0937 (CE 1.0441, Con 0.4956, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.6835 | Test Acc: 0.6110 | LR: 0.001000
[2025-09-18 11:44:35,083][contrast_train.py][line:330][INFO] Epoch [019/200] Train Loss: 1.0655 (CE 1.0162, Con 0.4934, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.6940 | Test Acc: 0.6524 | LR: 0.001000
[2025-09-18 11:44:44,066][contrast_train.py][line:330][INFO] Epoch [020/200] Train Loss: 1.0471 (CE 0.9971, Con 0.4997, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.6955 | Test Acc: 0.6374 | LR: 0.000500
[2025-09-18 11:44:53,179][contrast_train.py][line:330][INFO] Epoch [021/200] Train Loss: 0.9348 (CE 0.8968, Con 0.3802, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7287 | Test Acc: 0.7087 | LR: 0.000500
[2025-09-18 11:45:01,874][contrast_train.py][line:330][INFO] Epoch [022/200] Train Loss: 0.8878 (CE 0.8525, Con 0.3530, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7427 | Test Acc: 0.6673 | LR: 0.000500
[2025-09-18 11:45:10,613][contrast_train.py][line:330][INFO] Epoch [023/200] Train Loss: 0.8823 (CE 0.8454, Con 0.3686, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7393 | Test Acc: 0.7034 | LR: 0.000500
[2025-09-18 11:45:19,243][contrast_train.py][line:330][INFO] Epoch [024/200] Train Loss: 0.8591 (CE 0.8231, Con 0.3603, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7386 | Test Acc: 0.7172 | LR: 0.000500
[2025-09-18 11:45:29,232][contrast_train.py][line:330][INFO] Epoch [025/200] Train Loss: 0.8652 (CE 0.8306, Con 0.3457, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7391 | Test Acc: 0.7115 | LR: 0.000500
[2025-09-18 11:45:38,271][contrast_train.py][line:330][INFO] Epoch [026/200] Train Loss: 0.8367 (CE 0.8023, Con 0.3440, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7488 | Test Acc: 0.7172 | LR: 0.000500
[2025-09-18 11:45:47,583][contrast_train.py][line:330][INFO] Epoch [027/200] Train Loss: 0.8340 (CE 0.8012, Con 0.3276, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7562 | Test Acc: 0.7318 | LR: 0.000500
[2025-09-18 11:45:57,374][contrast_train.py][line:330][INFO] Epoch [028/200] Train Loss: 0.8289 (CE 0.7953, Con 0.3356, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7515 | Test Acc: 0.7289 | LR: 0.000500
[2025-09-18 11:46:07,334][contrast_train.py][line:330][INFO] Epoch [029/200] Train Loss: 0.8166 (CE 0.7835, Con 0.3306, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7591 | Test Acc: 0.7443 | LR: 0.000500
[2025-09-18 11:46:15,625][contrast_train.py][line:330][INFO] Epoch [030/200] Train Loss: 0.8026 (CE 0.7691, Con 0.3349, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7589 | Test Acc: 0.7516 | LR: 0.000500
[2025-09-18 11:46:24,617][contrast_train.py][line:330][INFO] Epoch [031/200] Train Loss: 0.7982 (CE 0.7672, Con 0.3094, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7622 | Test Acc: 0.7127 | LR: 0.000500
[2025-09-18 11:46:33,205][contrast_train.py][line:330][INFO] Epoch [032/200] Train Loss: 0.7923 (CE 0.7592, Con 0.3318, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7622 | Test Acc: 0.7265 | LR: 0.000500
[2025-09-18 11:46:42,978][contrast_train.py][line:330][INFO] Epoch [033/200] Train Loss: 0.7915 (CE 0.7580, Con 0.3352, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7643 | Test Acc: 0.7269 | LR: 0.000500
[2025-09-18 11:46:51,044][contrast_train.py][line:330][INFO] Epoch [034/200] Train Loss: 0.7621 (CE 0.7301, Con 0.3198, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7667 | Test Acc: 0.7500 | LR: 0.000500
[2025-09-18 11:46:58,528][contrast_train.py][line:330][INFO] Epoch [035/200] Train Loss: 0.7515 (CE 0.7208, Con 0.3075, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7806 | Test Acc: 0.7366 | LR: 0.000500
[2025-09-18 11:47:06,225][contrast_train.py][line:330][INFO] Epoch [036/200] Train Loss: 0.7701 (CE 0.7379, Con 0.3224, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7692 | Test Acc: 0.7435 | LR: 0.000500
[2025-09-18 11:47:13,801][contrast_train.py][line:330][INFO] Epoch [037/200] Train Loss: 0.7499 (CE 0.7193, Con 0.3056, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7723 | Test Acc: 0.7306 | LR: 0.000500
[2025-09-18 11:47:22,664][contrast_train.py][line:330][INFO] Epoch [038/200] Train Loss: 0.7472 (CE 0.7161, Con 0.3113, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7750 | Test Acc: 0.7504 | LR: 0.000500
[2025-09-18 11:47:30,816][contrast_train.py][line:330][INFO] Epoch [039/200] Train Loss: 0.7359 (CE 0.7060, Con 0.2991, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7801 | Test Acc: 0.7387 | LR: 0.000500
[2025-09-18 11:47:38,259][contrast_train.py][line:330][INFO] Epoch [040/200] Train Loss: 0.7348 (CE 0.7041, Con 0.3071, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7785 | Test Acc: 0.7504 | LR: 0.000250
[2025-09-18 11:47:45,907][contrast_train.py][line:330][INFO] Epoch [041/200] Train Loss: 0.6703 (CE 0.6451, Con 0.2520, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7963 | Test Acc: 0.7630 | LR: 0.000250
[2025-09-18 11:47:55,319][contrast_train.py][line:330][INFO] Epoch [042/200] Train Loss: 0.6618 (CE 0.6369, Con 0.2485, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8031 | Test Acc: 0.7622 | LR: 0.000250
[2025-09-18 11:48:03,032][contrast_train.py][line:330][INFO] Epoch [043/200] Train Loss: 0.6465 (CE 0.6219, Con 0.2461, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8044 | Test Acc: 0.7763 | LR: 0.000250
[2025-09-18 11:48:11,305][contrast_train.py][line:330][INFO] Epoch [044/200] Train Loss: 0.6520 (CE 0.6284, Con 0.2359, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8032 | Test Acc: 0.7796 | LR: 0.000250
[2025-09-18 11:48:20,152][contrast_train.py][line:330][INFO] Epoch [045/200] Train Loss: 0.6444 (CE 0.6209, Con 0.2348, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8068 | Test Acc: 0.7751 | LR: 0.000250
[2025-09-18 11:48:28,495][contrast_train.py][line:330][INFO] Epoch [046/200] Train Loss: 0.6416 (CE 0.6176, Con 0.2393, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.7998 | Test Acc: 0.7605 | LR: 0.000250
[2025-09-18 11:48:38,118][contrast_train.py][line:330][INFO] Epoch [047/200] Train Loss: 0.6307 (CE 0.6072, Con 0.2351, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8119 | Test Acc: 0.7715 | LR: 0.000250
[2025-09-18 11:48:46,664][contrast_train.py][line:330][INFO] Epoch [048/200] Train Loss: 0.6280 (CE 0.6052, Con 0.2287, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8074 | Test Acc: 0.7694 | LR: 0.000250
[2025-09-18 11:48:55,607][contrast_train.py][line:330][INFO] Epoch [049/200] Train Loss: 0.6093 (CE 0.5859, Con 0.2339, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8167 | Test Acc: 0.7524 | LR: 0.000250
[2025-09-18 11:49:03,022][contrast_train.py][line:330][INFO] Epoch [050/200] Train Loss: 0.6090 (CE 0.5858, Con 0.2323, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8165 | Test Acc: 0.7626 | LR: 0.000250
[2025-09-18 11:49:12,216][contrast_train.py][line:330][INFO] Epoch [051/200] Train Loss: 0.6180 (CE 0.5946, Con 0.2336, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8074 | Test Acc: 0.7792 | LR: 0.000250
[2025-09-18 11:49:19,929][contrast_train.py][line:330][INFO] Epoch [052/200] Train Loss: 0.6024 (CE 0.5791, Con 0.2332, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8213 | Test Acc: 0.7921 | LR: 0.000250
[2025-09-18 11:49:29,430][contrast_train.py][line:330][INFO] Epoch [053/200] Train Loss: 0.6071 (CE 0.5845, Con 0.2263, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8161 | Test Acc: 0.7873 | LR: 0.000250
[2025-09-18 11:49:38,826][contrast_train.py][line:330][INFO] Epoch [054/200] Train Loss: 0.6039 (CE 0.5805, Con 0.2336, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8145 | Test Acc: 0.7804 | LR: 0.000250
[2025-09-18 11:49:47,485][contrast_train.py][line:330][INFO] Epoch [055/200] Train Loss: 0.6027 (CE 0.5788, Con 0.2392, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8160 | Test Acc: 0.8006 | LR: 0.000250
[2025-09-18 11:49:55,687][contrast_train.py][line:330][INFO] Epoch [056/200] Train Loss: 0.5987 (CE 0.5765, Con 0.2218, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8126 | Test Acc: 0.8059 | LR: 0.000250
[2025-09-18 11:50:04,405][contrast_train.py][line:330][INFO] Epoch [057/200] Train Loss: 0.5867 (CE 0.5648, Con 0.2192, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8240 | Test Acc: 0.8079 | LR: 0.000250
[2025-09-18 11:50:12,834][contrast_train.py][line:330][INFO] Epoch [058/200] Train Loss: 0.5906 (CE 0.5686, Con 0.2201, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8200 | Test Acc: 0.7776 | LR: 0.000250
[2025-09-18 11:50:20,620][contrast_train.py][line:330][INFO] Epoch [059/200] Train Loss: 0.5750 (CE 0.5540, Con 0.2102, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8203 | Test Acc: 0.8039 | LR: 0.000250
[2025-09-18 11:50:29,410][contrast_train.py][line:330][INFO] Epoch [060/200] Train Loss: 0.5757 (CE 0.5541, Con 0.2156, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8271 | Test Acc: 0.7974 | LR: 0.000125
[2025-09-18 11:50:38,608][contrast_train.py][line:330][INFO] Epoch [061/200] Train Loss: 0.5581 (CE 0.5384, Con 0.1975, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8287 | Test Acc: 0.8181 | LR: 0.000125
[2025-09-18 11:50:47,263][contrast_train.py][line:330][INFO] Epoch [062/200] Train Loss: 0.5541 (CE 0.5345, Con 0.1958, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8309 | Test Acc: 0.8201 | LR: 0.000125
[2025-09-18 11:50:56,383][contrast_train.py][line:330][INFO] Epoch [063/200] Train Loss: 0.5428 (CE 0.5244, Con 0.1839, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8295 | Test Acc: 0.8209 | LR: 0.000125
[2025-09-18 11:51:05,534][contrast_train.py][line:330][INFO] Epoch [064/200] Train Loss: 0.5474 (CE 0.5284, Con 0.1896, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8341 | Test Acc: 0.8185 | LR: 0.000125
[2025-09-18 11:51:14,995][contrast_train.py][line:330][INFO] Epoch [065/200] Train Loss: 0.5353 (CE 0.5160, Con 0.1925, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8345 | Test Acc: 0.8116 | LR: 0.000125
[2025-09-18 11:51:23,906][contrast_train.py][line:330][INFO] Epoch [066/200] Train Loss: 0.5318 (CE 0.5139, Con 0.1791, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8334 | Test Acc: 0.8136 | LR: 0.000125
[2025-09-18 11:51:32,960][contrast_train.py][line:330][INFO] Epoch [067/200] Train Loss: 0.5296 (CE 0.5112, Con 0.1838, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8358 | Test Acc: 0.8108 | LR: 0.000125
[2025-09-18 11:51:42,549][contrast_train.py][line:330][INFO] Epoch [068/200] Train Loss: 0.5315 (CE 0.5127, Con 0.1882, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8352 | Test Acc: 0.8100 | LR: 0.000125
[2025-09-18 11:51:52,068][contrast_train.py][line:330][INFO] Epoch [069/200] Train Loss: 0.5255 (CE 0.5067, Con 0.1879, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8369 | Test Acc: 0.8152 | LR: 0.000125
[2025-09-18 11:52:01,197][contrast_train.py][line:330][INFO] Epoch [070/200] Train Loss: 0.5307 (CE 0.5121, Con 0.1861, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8372 | Test Acc: 0.8128 | LR: 0.000125
[2025-09-18 11:52:09,696][contrast_train.py][line:330][INFO] Epoch [071/200] Train Loss: 0.5264 (CE 0.5079, Con 0.1850, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8352 | Test Acc: 0.8116 | LR: 0.000125
[2025-09-18 11:52:19,131][contrast_train.py][line:330][INFO] Epoch [072/200] Train Loss: 0.5255 (CE 0.5071, Con 0.1844, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8336 | Test Acc: 0.8124 | LR: 0.000125
[2025-09-18 11:52:27,599][contrast_train.py][line:330][INFO] Epoch [073/200] Train Loss: 0.5079 (CE 0.4909, Con 0.1706, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8428 | Test Acc: 0.8031 | LR: 0.000125
[2025-09-18 11:52:36,301][contrast_train.py][line:330][INFO] Epoch [074/200] Train Loss: 0.5237 (CE 0.5050, Con 0.1870, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8392 | Test Acc: 0.8262 | LR: 0.000125
[2025-09-18 11:52:44,479][contrast_train.py][line:330][INFO] Epoch [075/200] Train Loss: 0.5105 (CE 0.4929, Con 0.1765, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8440 | Test Acc: 0.8128 | LR: 0.000125
[2025-09-18 11:52:53,511][contrast_train.py][line:330][INFO] Epoch [076/200] Train Loss: 0.5085 (CE 0.4907, Con 0.1777, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8417 | Test Acc: 0.8156 | LR: 0.000125
[2025-09-18 11:53:02,858][contrast_train.py][line:330][INFO] Epoch [077/200] Train Loss: 0.5195 (CE 0.5014, Con 0.1802, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8389 | Test Acc: 0.8067 | LR: 0.000125
[2025-09-18 11:53:11,786][contrast_train.py][line:330][INFO] Epoch [078/200] Train Loss: 0.5103 (CE 0.4928, Con 0.1744, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8394 | Test Acc: 0.8209 | LR: 0.000125
[2025-09-18 11:53:21,257][contrast_train.py][line:330][INFO] Epoch [079/200] Train Loss: 0.5109 (CE 0.4933, Con 0.1759, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8415 | Test Acc: 0.8213 | LR: 0.000125
[2025-09-18 11:53:30,856][contrast_train.py][line:330][INFO] Epoch [080/200] Train Loss: 0.5056 (CE 0.4882, Con 0.1739, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8429 | Test Acc: 0.8266 | LR: 0.000063
[2025-09-18 11:53:40,315][contrast_train.py][line:330][INFO] Epoch [081/200] Train Loss: 0.5017 (CE 0.4853, Con 0.1641, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8411 | Test Acc: 0.8221 | LR: 0.000063
[2025-09-18 11:53:49,216][contrast_train.py][line:330][INFO] Epoch [082/200] Train Loss: 0.4846 (CE 0.4682, Con 0.1646, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8458 | Test Acc: 0.8250 | LR: 0.000063
[2025-09-18 11:53:56,840][contrast_train.py][line:330][INFO] Epoch [083/200] Train Loss: 0.4833 (CE 0.4676, Con 0.1574, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8511 | Test Acc: 0.8306 | LR: 0.000063
[2025-09-18 11:54:04,904][contrast_train.py][line:330][INFO] Epoch [084/200] Train Loss: 0.4869 (CE 0.4715, Con 0.1541, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8445 | Test Acc: 0.8124 | LR: 0.000063
[2025-09-18 11:54:13,274][contrast_train.py][line:330][INFO] Epoch [085/200] Train Loss: 0.4899 (CE 0.4730, Con 0.1693, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8471 | Test Acc: 0.8221 | LR: 0.000063
[2025-09-18 11:54:21,879][contrast_train.py][line:330][INFO] Epoch [086/200] Train Loss: 0.4733 (CE 0.4576, Con 0.1572, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8532 | Test Acc: 0.8266 | LR: 0.000063
[2025-09-18 11:54:31,471][contrast_train.py][line:330][INFO] Epoch [087/200] Train Loss: 0.4836 (CE 0.4671, Con 0.1648, RegionCon 0.0000, Reg 0.000000) | Train Acc: 0.8486 | Test Acc: 0.8254 | LR: 0.000063
